neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
0,22,40.64689,-73.95862,0,45,1,7,1,34
1,11,40.73251,-74.00191,0,90,6,7,1,76
0,6,40.68412,-73.9501,0,39,2,3,2,0
0,117,40.62568,-73.94708,0,60,2,0,1,0
0,12,40.71359,-73.95574,1,251,1,17,1,340
4,181,40.86723,-73.84285,1,67,7,2,1,172
1,2,40.82575,-73.95177,0,92,2,0,2,346
2,152,40.68996,-73.74882,0,147,2,6,3,85
1,28,40.76765,-73.95892,1,115,3,9,1,19
0,54,40.65615,-73.91619,1,130,1,9,1,189
0,6,40.68443,-73.93456,1,209,3,0,1,0
0,21,40.69881,-73.93129,0,55,10,0,1,0
0,3,40.68961,-73.96839,1,125,14,0,1,0
2,56,40.75731,-73.91489,0,65,1,22,5,119
2,56,40.756,-73.91386,0,55,1,23,5,100
1,19,40.73136,-73.98659,0,68,4,0,2,2
0,67,40.60663,-73.97638,0,50,1,0,2,0
0,6,40.69678,-73.94755,0,55,30,2,1,0
2,46,40.66793,-73.78452,0,67,1,95,8,145
2,56,40.76976,-73.92627,0,50,2,18,1,24
3,55,40.63584,-74.08542,0,35,2,12,6,299
1,7,40.76138,-73.99825,1,104,28,1,1,0
0,117,40.61842,-73.97111,1,80,35,0,1,0
1,8,40.79641,-73.96191,1,99,30,2,16,201
0,12,40.70823,-73.96685,2,125,1,5,2,156
0,21,40.69496,-73.9243,1,155,30,0,2,365
0,12,40.71399,-73.93798,0,110,3,20,1,98
0,16,40.66975,-73.98475,0,30,2,1,1,0
1,19,40.72657,-73.98135,0,89,2,11,1,1
0,12,40.72085,-73.96116,0,105,1,1,1,0
2,56,40.76622,-73.92897,0,60,4,0,2,0
2,44,40.70698,-73.91599,1,175,6,2,1,365
0,12,40.7131,-73.96004,0,70,3,0,2,188
1,9,40.71367,-73.99313,1,175,2,4,1,0
1,14,40.74891,-73.99573,1,299,2,8,1,274
2,39,40.73888,-73.92827,0,65,28,22,2,4
4,114,40.8094,-73.93173,2,28,1,17,7,319
2,46,40.66684,-73.78289,2,39,1,56,8,34
1,8,40.77447,-73.98853,1,300,2,5,1,0
2,81,40.73504,-73.87407,0,80,2,8,2,125
0,84,40.67646,-73.90579,0,34,4,8,1,58
0,54,40.65854,-73.93913,0,53,2,5,2,191
2,46,40.68684,-73.79921,1,80,2,13,1,87
2,31,40.74181,-73.90279,0,61,30,0,103,123
1,8,40.79595,-73.97251,0,110,1,2,3,6
2,37,40.72744,-73.81005,0,75,2,0,1,0
1,7,40.75975,-73.99533,0,150,1,7,1,88
0,21,40.68929,-73.90605,0,38,1,5,6,7
0,21,40.70162,-73.93607,1,180,5,1,1,0
0,22,40.64061,-73.96487,1,125,4,10,5,84
1,8,40.78331,-73.97687,1,300,2,1,1,188
0,12,40.71388,-73.95744,0,75,2,1,1,0
1,4,40.79618,-73.94142,1,450,1,9,1,312
1,1,40.75414,-73.96595,1,110,1,8,1,238
1,30,40.85547,-73.92912,0,33,3,1,1,0
1,19,40.72846,-73.98457,1,399,1,10,1,332
1,23,40.72296,-73.99259,0,90,1,1,2,0
0,20,40.72392,-73.948,1,175,4,3,1,0
0,6,40.68341,-73.92154,1,140,2,7,2,281
0,12,40.71998,-73.96283,1,190,6,4,1,59
1,19,40.72943,-73.98443,1,111,4,3,1,37
0,12,40.72011,-73.94487,0,45,1,2,1,0
1,28,40.77959,-73.94685,0,65,1,17,1,19
2,61,40.70685,-73.73583,0,70,2,1,1,0
1,2,40.82915,-73.94453,0,50,1,0,1,29
2,118,40.77981,-73.84242,1,69,1,19,1,212
0,20,40.73536,-73.9581,0,70,1,1,1,0
1,4,40.79465,-73.94935,0,399,6,1,6,230
1,2,40.82057,-73.95511,0,55,2,0,2,0
1,4,40.79628,-73.94126,0,90,2,2,1,168
0,12,40.71335,-73.93546,1,500,1,5,1,365
2,39,40.746,-73.91393,1,160,2,1,1,310
1,1,40.75341,-73.97116,1,200,7,0,1,0
1,7,40.75619,-73.99797,0,209,1,19,8,81
1,23,40.71727,-73.98634,1,120,1,4,1,36
1,19,40.7297,-73.97959,0,99,2,1,1,0
0,21,40.6942,-73.92598,0,80,1,1,1,168
1,7,40.75634,-73.99641,0,249,1,6,8,89
1,2,40.83032,-73.9421,1,120,5,7,1,84
0,6,40.68304,-73.92175,1,140,2,12,1,284
1,28,40.78047,-73.95152,1,110,1,3,1,5
0,21,40.70426,-73.92111,1,200,4,0,1,66
0,21,40.70146,-73.92841,1,145,30,7,4,218
4,168,40.83025,-73.89134,0,70,1,1,3,81
1,71,40.75638,-73.98834,1,260,5,0,1,0
1,2,40.8014,-73.9578,0,60,2,12,1,1
2,56,40.75518,-73.9143,1,150,5,0,5,0
1,14,40.74285,-74.00196,1,190,3,15,3,293
0,6,40.68313,-73.92833,0,70,1,5,2,111
1,26,40.74535,-73.97898,2,39,2,0,3,348
1,28,40.76643,-73.96181,1,115,1,3,1,5
1,28,40.77441,-73.95571,1,200,2,0,1,0
1,77,40.71509,-74.00566,1,210,30,0,87,262
0,6,40.68904,-73.93643,1,70,4,0,1,0
0,21,40.69451,-73.92213,1,135,4,10,1,26
1,14,40.74412,-73.99684,1,275,2,0,1,0
1,7,40.75681,-73.99865,0,199,1,1,30,362
0,6,40.68661,-73.91982,0,200,2,0,1,0
0,12,40.71105,-73.94563,0,80,1,1,1,86
1,7,40.76499,-73.99267,0,140,1,9,2,0
0,96,40.68343,-74.00371,1,1080,1,0,2,167
1,11,40.73245,-74.00355,1,225,2,11,1,280
0,12,40.71285,-73.95558,0,45,3,1,1,0
0,21,40.69085,-73.90937,0,150,1,0,1,269
2,152,40.66014,-73.7582,1,175,2,19,1,147
1,45,40.81053,-73.96123,0,53,1,1,2,0
2,56,40.75802,-73.92851,0,44,2,14,1,47
0,67,40.59741,-73.9752,0,59,2,18,3,118
1,68,40.73772,-73.98758,0,65,1,11,3,0
0,12,40.71606,-73.9593,0,65,2,0,1,0
1,8,40.8024,-73.96496,0,59,1,39,1,106
4,150,40.8476,-73.90594,0,50,1,0,1,0
0,29,40.67632,-73.96617,0,70,2,17,1,26
0,79,40.66005,-73.99316,0,59,1,17,1,109
1,68,40.73268,-73.98399,1,199,1,26,1,72
1,1,40.75494,-73.96437,0,300,3,2,1,365
1,8,40.79471,-73.96918,0,61,4,2,1,0
1,23,40.7179,-73.98192,0,90,2,8,1,324
0,12,40.71218,-73.94616,0,60,3,1,1,0
1,7,40.76509,-73.99508,1,179,6,1,1,3
1,7,40.76325,-73.99012,1,199,2,12,3,110
1,8,40.79249,-73.96627,0,150,2,5,1,20
0,6,40.69392,-73.94904,0,85,2,11,4,314
4,188,40.82433,-73.91619,1,80,5,12,1,91
1,1,40.76425,-73.9802,0,300,3,0,1,0
0,12,40.71125,-73.95935,0,100,2,4,1,0
2,81,40.74325,-73.87832,0,35,30,1,103,252
4,42,40.83651,-73.92269,1,74,2,19,1,183
1,28,40.77905,-73.9535,1,150,1,0,1,0
1,28,40.77951,-73.95075,0,100,1,32,4,184
2,149,40.75085,-73.7854,1,114,2,7,1,359
1,7,40.76358,-73.99361,0,140,1,4,2,0
1,2,40.80334,-73.94681,0,77,2,31,2,106
1,27,40.72273,-74.00479,1,1299,2,15,3,273
0,13,40.68994,-73.96952,1,170,3,5,1,304
1,4,40.788,-73.953,0,175,2,3,3,105
1,7,40.75483,-73.99405,1,156,1,21,1,46
0,6,40.68433,-73.94392,1,110,3,0,1,63
1,30,40.83307,-73.93515,0,100,80,0,1,179
0,6,40.68062,-73.90716,0,45,1,13,6,170
0,76,40.61203,-74.00181,0,40,10,0,2,0
1,2,40.81438,-73.94782,1,110,4,13,2,197
1,4,40.79554,-73.94835,0,114,3,13,6,50
1,7,40.75483,-73.99689,1,135,4,0,1,0
2,61,40.70755,-73.74421,0,35,1,17,3,354
2,46,40.66715,-73.78346,2,39,1,65,8,320
0,54,40.64844,-73.95032,0,65,2,4,1,178
0,21,40.70195,-73.92257,0,85,1,0,1,0
1,4,40.7943,-73.95003,0,116,3,17,6,42
1,4,40.79575,-73.9496,0,101,3,10,6,62
2,37,40.74633,-73.82975,1,200,1,12,1,139
1,19,40.72262,-73.98515,0,85,1,7,1,0
0,20,40.73386,-73.95294,0,70,1,3,2,0
0,20,40.73369,-73.95197,1,172,2,9,2,281
1,23,40.7198,-73.98566,1,9999,30,0,1,365
2,56,40.76724,-73.9232,1,120,3,0,1,0
1,18,40.86772,-73.92057,0,65,1,2,1,0
1,7,40.7558,-73.99376,1,115,30,1,4,50
1,7,40.75599,-73.99185,0,200,3,0,1,0
0,21,40.70006,-73.92902,0,60,30,0,4,191
2,81,40.74057,-73.86975,0,25,1,17,3,231
0,21,40.70061,-73.92869,0,68,30,0,4,191
2,81,40.74038,-73.86964,2,19,1,15,3,236
0,6,40.69126,-73.95285,1,250,14,0,1,364
1,48,40.72833,-73.99331,1,495,6,1,4,52
1,48,40.72811,-73.99381,1,525,6,5,4,63
1,5,40.74533,-73.97685,1,395,5,1,1,363
0,24,40.65841,-73.96121,1,82,3,14,1,75
0,20,40.73344,-73.95851,0,100,2,3,1,100
1,30,40.8334,-73.94327,1,70,2,11,1,0
0,21,40.70138,-73.91556,1,100,2,8,1,342
2,87,40.73176,-73.8702,0,35,4,10,4,11
0,54,40.65144,-73.94659,0,80,2,0,2,27
1,4,40.79737,-73.93499,0,100,2,0,3,365
0,12,40.71708,-73.94852,1,120,3,0,3,0
0,20,40.7282,-73.9506,1,175,2,8,1,0
2,56,40.7702,-73.9261,1,130,1,9,2,162
0,29,40.6771,-73.97174,0,55,2,21,2,0
0,21,40.69853,-73.93098,0,65,10,0,2,0
0,0,40.64481,-73.97318,1,100,2,15,1,66
1,7,40.7566,-73.99725,1,139,10,0,1,0
1,19,40.72482,-73.98242,1,105,4,6,1,83
0,75,40.61693,-74.03136,0,90,2,6,1,0
0,21,40.69327,-73.92456,0,60,1,18,1,29
0,10,40.66743,-73.98963,1,300,2,16,3,92
0,73,40.58449,-73.94132,1,179,7,0,1,342
1,4,40.79241,-73.94132,0,70,2,3,1,0
1,53,40.71916,-73.99754,1,229,1,3,1,362
3,41,40.64118,-74.08401,0,100,1,0,1,0
0,20,40.72615,-73.94592,0,49,3,0,1,0
0,84,40.68537,-73.87442,0,250,3,0,3,364
0,100,40.63314,-73.89739,0,60,1,3,1,86
0,84,40.68522,-73.873,0,125,3,2,3,180
0,84,40.68487,-73.87254,0,125,3,0,3,364
1,7,40.76318,-73.9942,0,109,5,17,1,35
1,77,40.71509,-74.00779,1,400,3,1,1,0
0,12,40.70259,-73.93535,0,45,2,8,1,0
1,43,40.70768,-74.00603,1,197,29,2,327,334
0,15,40.67612,-73.95856,1,85,2,2,1,6
0,12,40.71355,-73.95895,1,120,14,4,1,0
2,56,40.7548,-73.91364,1,170,4,10,1,97
0,21,40.68755,-73.90887,2,40,4,0,1,0
2,25,40.75733,-73.94176,0,55,2,12,2,81
2,85,40.68623,-73.76209,1,125,1,9,1,344
2,44,40.69766,-73.90354,1,100,1,42,3,121
1,14,40.73934,-74.00146,1,180,3,2,1,173
0,6,40.69216,-73.95714,0,40,14,0,1,0
0,12,40.70471,-73.92957,1,156,30,0,7,126
2,49,40.77749,-73.91652,1,99,2,20,1,0
1,2,40.8197,-73.94576,1,145,1,28,4,169
4,182,40.85387,-73.89384,1,247,2,15,3,322
0,12,40.70474,-73.94423,0,120,1,8,1,80
1,4,40.80139,-73.94042,0,70,5,1,1,65
0,21,40.68815,-73.91289,1,80,2,21,1,154
1,27,40.72672,-74.00066,1,200,2,1,1,0
1,28,40.77811,-73.95186,0,150,5,6,4,280
1,5,40.74579,-73.9726,1,599,4,11,1,140
1,2,40.80652,-73.94899,1,188,3,4,1,253
1,11,40.73169,-74.00214,0,110,7,13,1,13
0,38,40.68612,-73.98013,0,99,1,15,1,149
1,14,40.74618,-74.00569,0,100,1,0,3,0
0,12,40.70967,-73.95249,0,70,2,8,2,8
1,4,40.78754,-73.94186,0,75,1,6,1,0
4,150,40.8461,-73.90883,0,30,2,14,1,176
1,43,40.70889,-74.00701,1,180,10,0,3,54
1,23,40.71805,-73.98675,1,225,25,22,3,268
1,23,40.72166,-73.98842,0,125,5,0,2,0
1,28,40.77769,-73.94836,1,130,3,3,1,0
1,2,40.82823,-73.94971,1,145,30,0,2,357
2,81,40.73998,-73.86802,0,28,1,12,3,236
2,39,40.73618,-73.92016,0,49,31,0,2,281
2,162,40.74071,-73.86687,0,40,2,5,6,306
1,43,40.70491,-74.00978,1,271,30,0,232,331
0,21,40.70192,-73.91556,1,100,5,0,2,0
1,19,40.73065,-73.98523,1,88,2,18,1,5
1,2,40.82645,-73.95235,0,86,3,1,2,310
2,25,40.74755,-73.93878,0,55,1,11,2,7
1,1,40.75225,-73.97132,0,300,3,0,1,338
0,20,40.73421,-73.95318,1,125,2,8,1,188
0,12,40.70952,-73.9435,1,200,6,2,1,49
1,2,40.82964,-73.94271,1,80,2,2,1,189
0,15,40.67431,-73.95847,0,45,5,0,1,0
1,2,40.8166,-73.9407,0,80,3,13,1,6
1,4,40.7857,-73.94578,1,99,1,20,1,81
1,2,40.82503,-73.93767,0,70,2,0,2,0
1,68,40.73423,-73.98211,0,100,1,4,1,254
0,21,40.69684,-73.9307,1,85,1,36,4,210
0,79,40.64373,-74.01351,0,49,1,9,3,177
1,4,40.7902,-73.9463,0,69,1,4,2,60
0,12,40.7025,-73.93561,0,40,2,1,1,0
1,2,40.81027,-73.94306,1,175,31,3,4,274
1,4,40.78953,-73.9432,0,65,1,4,2,69
3,55,40.63515,-74.07929,0,85,2,29,3,296
1,28,40.7627,-73.96422,1,140,6,1,2,0
0,12,40.71598,-73.9451,0,75,2,23,1,113
1,7,40.76458,-73.98753,1,350,1,25,2,0
1,11,40.73318,-74.00473,1,150,2,9,1,0
1,30,40.85085,-73.94134,0,50,1,35,1,36
4,142,40.84487,-73.90811,0,80,2,1,1,156
0,15,40.67674,-73.93083,1,133,2,7,1,41
1,2,40.81049,-73.95311,0,80,2,0,1,36
1,4,40.7868,-73.95228,0,50,2,29,1,0
1,43,40.70744,-74.00819,1,219,1,20,8,322
1,2,40.81859,-73.93997,0,60,2,8,1,80
1,28,40.77463,-73.94972,1,307,30,0,232,249
1,28,40.77572,-73.95672,1,233,30,0,232,249
1,19,40.72466,-73.98373,1,235,2,28,1,8
1,18,40.86772,-73.92563,0,40,4,1,2,81
0,0,40.64557,-73.98097,1,100,1,2,1,268
0,20,40.73336,-73.95394,1,92,4,3,1,95
1,30,40.85065,-73.93188,0,45,2,12,1,78
0,6,40.68617,-73.95927,0,50,4,3,1,365
0,12,40.71072,-73.96289,1,200,2,0,1,0
1,28,40.7848,-73.95687,0,42,3,7,1,131
1,23,40.70983,-73.98562,2,249,60,0,1,0
1,2,40.8087,-73.94157,1,150,2,17,1,19
0,21,40.70165,-73.92262,0,35,4,1,1,7
0,12,40.70508,-73.93763,1,165,5,0,1,20
1,7,40.76682,-73.98878,1,170,3,0,1,188
1,19,40.72377,-73.97963,0,289,2,17,1,72
0,12,40.71324,-73.95099,1,400,2,0,1,329
2,25,40.7576,-73.93222,0,55,1,25,2,34
1,2,40.80761,-73.94366,1,250,3,11,2,110
2,31,40.75396,-73.90111,0,56,2,9,1,4
0,54,40.65344,-73.94547,1,120,1,13,1,0
2,25,40.76061,-73.92812,1,149,3,14,1,30
1,7,40.76666,-73.98358,1,225,30,0,12,343
1,1,40.76616,-73.98228,1,225,30,0,12,365
0,6,40.6789,-73.91014,1,80,2,8,1,0
0,147,40.66262,-73.91575,0,59,1,2,2,53
0,54,40.64656,-73.95016,1,65,2,20,2,293
0,54,40.65808,-73.93903,0,39,2,3,2,67
1,26,40.74343,-73.98147,1,140,1,3,1,0
0,79,40.66426,-73.99375,1,165,30,0,1,337
0,6,40.6966,-73.93592,0,100,4,0,1,0
2,129,40.68709,-73.85982,0,55,4,10,2,360
0,22,40.65218,-73.96551,0,40,7,4,1,1
1,101,40.70417,-74.01709,1,115,1,12,1,0
1,2,40.80454,-73.94635,1,400,5,15,1,148
1,30,40.83397,-73.94541,0,35,1,25,2,80
0,21,40.70218,-73.92046,0,40,3,13,2,51
1,2,40.81272,-73.9471,1,110,4,20,2,227
0,84,40.68001,-73.90547,0,35,7,1,1,0
1,1,40.76473,-73.98131,1,225,30,0,12,343
0,21,40.69812,-73.92134,0,130,2,6,1,356
1,1,40.76263,-73.97664,1,299,3,3,1,38
1,28,40.76137,-73.95992,1,400,1,0,1,179
1,19,40.72544,-73.97818,0,2500,60,0,1,90
1,4,40.7966,-73.93345,0,60,4,0,2,51
1,1,40.76539,-73.98336,1,225,30,0,12,343
0,6,40.68928,-73.93906,1,130,3,6,1,292
2,103,40.77008,-73.87442,1,128,1,4,3,80
0,21,40.68364,-73.90748,0,45,1,2,1,0
0,6,40.69226,-73.94788,1,89,3,18,3,237
0,6,40.69306,-73.94565,0,39,1,1,1,0
0,21,40.70444,-73.92181,0,47,2,0,1,0
0,79,40.64359,-74.01358,0,49,1,8,3,164
0,79,40.64303,-74.014,0,49,1,3,3,155
1,8,40.7874,-73.97051,1,1150,1,0,1,2
0,12,40.71159,-73.96581,1,61,2,15,1,0
1,2,40.81944,-73.93974,0,70,1,23,2,97
2,154,40.57743,-73.84519,1,105,2,0,1,22
2,116,40.70817,-73.83595,0,40,1,13,2,17
0,6,40.68937,-73.94291,0,50,2,14,1,5
0,21,40.69568,-73.93203,1,175,2,23,1,227
0,12,40.70505,-73.934,0,50,4,2,1,12
1,14,40.74859,-73.99685,0,92,2,0,1,0
0,20,40.73203,-73.95126,1,95,1,22,1,22
0,20,40.73757,-73.95509,1,80,2,22,3,5
2,126,40.7282,-73.89135,1,90,3,9,1,121
1,60,40.71261,-73.99506,1,250,3,21,1,148
0,24,40.65621,-73.9562,0,40,3,5,4,0
1,7,40.76453,-73.98527,0,80,3,8,1,0
0,82,40.57504,-73.96673,1,80,1,1,1,0
0,12,40.70643,-73.94198,0,63,21,0,2,135
0,29,40.681,-73.96827,0,150,1,1,1,0
1,28,40.78132,-73.94723,0,75,4,15,1,21
1,23,40.7096,-73.98703,0,71,15,0,4,185
1,28,40.78062,-73.95173,0,89,1,39,4,221
2,103,40.75675,-73.88599,1,99,1,18,2,141
1,28,40.78001,-73.9518,0,99,1,38,4,142
4,99,40.81624,-73.9011,0,50,2,0,1,0
1,11,40.73411,-74.00508,1,170,3,9,3,169
1,28,40.7814,-73.95206,2,50,1,38,4,238
1,2,40.8181,-73.94441,0,82,1,22,4,96
1,28,40.76495,-73.96679,1,299,1,8,7,342
2,61,40.70472,-73.74865,1,121,1,13,3,90
1,2,40.82049,-73.94505,0,75,1,21,4,351
1,68,40.73667,-73.98592,1,199,3,20,1,123
0,6,40.683,-73.92346,1,149,7,0,2,5
0,32,40.69657,-73.99604,1,79,3,1,1,94
0,6,40.69046,-73.9586,0,60,30,1,4,153
1,30,40.84282,-73.94133,0,45,1,13,1,87
0,6,40.68069,-73.94264,0,125,1,2,1,199
1,64,40.72189,-73.9941,1,199,7,1,1,124
0,21,40.6847,-73.90883,0,48,1,2,1,53
1,4,40.79876,-73.93763,0,40,7,9,2,8
4,157,40.85589,-73.85825,0,85,5,5,5,343
0,73,40.58624,-73.94558,0,45,1,21,1,160
1,11,40.73882,-74.00706,1,1050,1,0,1,48
0,6,40.69581,-73.95379,0,68,30,1,6,311
2,39,40.73812,-73.92024,0,41,30,1,103,186
0,15,40.66915,-73.95321,0,80,2,0,1,342
1,2,40.81878,-73.95302,0,77,1,15,7,351
2,95,40.67883,-73.85627,1,72,2,7,3,52
1,2,40.81981,-73.95353,0,79,1,1,7,60
1,19,40.72475,-73.98345,0,120,3,1,3,0
1,19,40.72471,-73.98367,0,100,3,1,3,0
0,24,40.66324,-73.94233,1,106,2,3,2,0
1,7,40.76462,-73.98734,0,110,3,7,1,3
1,30,40.83419,-73.94638,1,135,3,1,1,214
1,8,40.79003,-73.97693,1,90,2,8,1,0
1,2,40.8095,-73.94297,1,750,3,0,2,97
2,112,40.75409,-73.76935,0,47,1,19,3,350
1,1,40.75164,-73.98042,1,600,7,0,1,281
0,6,40.685,-73.94711,1,130,1,7,1,16
0,10,40.66716,-73.98335,1,100,1,9,1,0
1,8,40.77714,-73.9881,0,180,3,13,1,0
0,12,40.71126,-73.94917,0,55,2,26,1,156
2,183,40.66818,-73.73399,1,60,1,30,1,282
1,23,40.72278,-73.98902,1,350,1,46,2,342
1,8,40.79933,-73.96794,1,130,210,1,1,2
0,13,40.68431,-73.97209,0,65,1,9,1,157
0,3,40.69571,-73.96944,0,90,1,9,1,144
0,6,40.693,-73.934,1,120,3,12,1,0
1,30,40.84623,-73.93578,0,70,2,10,1,152
1,2,40.8089,-73.94349,1,135,30,2,1,7
4,114,40.80797,-73.92865,0,95,3,5,1,49
1,14,40.74562,-74.00538,0,86,1,0,3,0
1,28,40.77478,-73.95486,1,236,30,0,232,127
0,12,40.71736,-73.95394,0,50,2,3,2,330
2,210,40.77122,-73.738,0,100,1,0,1,88
0,21,40.69866,-73.92929,0,70,3,4,3,21
1,2,40.8041,-73.956,0,60,21,2,1,35
2,31,40.74424,-73.90146,0,49,30,0,103,247
2,44,40.70667,-73.9147,0,70,2,0,2,92
2,154,40.57518,-73.84558,1,97,2,2,1,52
0,6,40.68387,-73.95476,1,155,2,10,1,42
0,24,40.66238,-73.94289,0,58,1,8,5,158
1,30,40.83899,-73.93979,1,70,5,10,1,191
3,93,40.63474,-74.07758,0,57,1,7,1,365
0,12,40.71186,-73.95736,1,129,1,28,1,93
1,4,40.7961,-73.94791,0,109,1,2,6,0
1,71,40.75749,-73.98921,1,128,30,6,2,233
0,54,40.6386,-73.93654,0,80,1,10,1,4
0,76,40.60364,-73.99524,1,125,2,0,1,0
1,11,40.73041,-74.00251,1,85,3,5,1,16
2,25,40.75683,-73.93184,0,55,1,29,2,1
0,6,40.68226,-73.94493,0,69,2,1,1,95
0,20,40.73636,-73.95538,1,115,30,0,1,3
0,12,40.71272,-73.95599,0,59,4,0,1,0
0,6,40.69382,-73.95862,1,120,2,8,1,0
0,21,40.69494,-73.92724,0,80,1,0,1,0
0,12,40.70214,-73.94512,1,120,5,1,1,0
1,4,40.79445,-73.93183,1,57,24,0,2,181
4,127,40.88449,-73.86227,0,25,30,0,1,85
2,56,40.76533,-73.92171,1,95,2,0,1,0
2,152,40.68955,-73.74867,0,65,2,10,3,68
0,6,40.67893,-73.91014,1,100,3,0,1,89
0,21,40.69157,-73.90435,1,140,2,12,4,48
1,30,40.85442,-73.93266,1,85,4,4,1,8
1,2,40.8013,-73.95474,1,87,3,2,3,49
1,27,40.72749,-74.0018,1,205,1,2,2,124
0,21,40.70016,-73.93042,1,145,30,6,4,224
1,11,40.73588,-74.00474,1,236,30,0,232,273
1,4,40.80745,-73.93955,0,72,1,2,10,365
0,6,40.68878,-73.94103,1,149,2,24,1,194
0,22,40.64003,-73.955,1,95,2,9,1,0
1,14,40.75218,-73.99541,1,213,30,0,232,303
0,24,40.65801,-73.95732,1,150,4,0,1,127
0,6,40.68521,-73.95184,1,80,2,19,1,81
1,52,40.7315,-73.99961,0,80,180,5,3,331
1,9,40.71865,-73.99587,1,190,1,46,2,232
1,23,40.71923,-73.98935,1,200,1,7,1,0
4,156,40.84555,-73.86787,0,50,1,19,1,32
4,188,40.82421,-73.917,1,99,2,11,1,107
1,7,40.75636,-73.99675,0,199,1,5,30,362
0,21,40.69633,-73.93369,1,95,3,0,2,0
1,7,40.75641,-73.99706,0,129,1,2,30,363
1,8,40.7859,-73.9723,1,300,3,2,2,40
1,7,40.75504,-73.99716,0,199,1,3,30,360
1,8,40.78541,-73.97343,0,110,1,2,2,72
2,63,40.72282,-73.85479,1,175,2,11,1,172
4,144,40.86906,-73.88753,1,200,2,1,1,32
2,56,40.75667,-73.92726,0,60,5,4,1,150
0,12,40.7049,-73.93301,1,250,3,2,1,0
2,37,40.75528,-73.83072,0,99,3,2,3,336
0,6,40.6848,-73.92974,1,130,2,5,2,64
0,12,40.7133,-73.96341,1,120,5,12,2,107
2,37,40.74295,-73.82544,0,55,5,0,1,132
0,34,40.66763,-73.9919,1,115,1,2,2,93
2,159,40.59794,-73.74688,1,250,10,0,1,179
0,15,40.67427,-73.94826,0,80,1,1,1,89
1,52,40.72939,-74.00064,0,80,180,1,3,219
0,54,40.64842,-73.92753,1,45,2,17,1,248
1,1,40.75359,-73.97325,1,1295,1,1,2,289
2,56,40.76923,-73.91855,1,79,4,0,1,0
0,76,40.61245,-73.99684,0,29,15,2,2,244
0,12,40.71364,-73.9383,1,95,1,2,1,0
2,116,40.7078,-73.83634,0,40,1,9,2,0
1,2,40.81893,-73.94512,0,75,1,20,4,192
1,14,40.74125,-73.99876,1,200,2,4,1,6
1,2,40.8063,-73.9454,0,105,4,2,6,119
0,21,40.69187,-73.91464,1,135,7,0,3,204
0,6,40.6881,-73.92766,1,130,3,8,5,110
0,6,40.68796,-73.9259,0,60,3,5,5,110
0,6,40.68803,-73.92601,0,50,2,6,5,125
1,28,40.76455,-73.95646,1,135,4,1,2,217
0,20,40.73444,-73.95658,1,120,30,3,1,209
0,6,40.68425,-73.92443,1,136,2,18,1,74
1,8,40.7733,-73.98913,0,50,1,3,1,0
2,31,40.74373,-73.90804,0,41,30,0,103,215
1,28,40.77112,-73.95405,1,175,2,16,1,233
1,2,40.80864,-73.94453,1,85,2,7,1,0
1,101,40.70438,-74.01657,0,71,14,0,2,63
2,46,40.66678,-73.78361,0,80,14,6,2,365
0,12,40.71013,-73.95206,0,85,6,1,1,0
1,23,40.71889,-73.99231,1,255,2,13,1,239
1,11,40.72963,-74.0033,1,250,2,11,1,0
1,2,40.82636,-73.94985,1,95,2,0,1,0
1,71,40.75412,-73.98601,1,119,1,18,1,302
4,128,40.82121,-73.87764,0,65,7,0,1,90
1,23,40.71991,-73.98505,1,110,30,0,1,172
1,1,40.75403,-73.9715,0,160,2,0,1,0
0,15,40.66911,-73.95982,0,68,1,1,1,59
1,64,40.72095,-73.99756,1,1200,1,1,1,27
1,1,40.7532,-73.97141,0,119,2,1,1,0
1,28,40.77694,-73.94994,1,250,31,1,33,365
0,35,40.62655,-73.9407,0,49,2,1,4,96
1,14,40.73783,-73.99775,0,99,12,12,4,21
1,26,40.74144,-73.98079,1,200,30,4,1,88
0,6,40.68694,-73.92732,2,20,30,0,2,342
0,12,40.71447,-73.95108,1,140,2,30,1,135
0,20,40.72712,-73.95674,1,250,5,0,1,43
1,14,40.74826,-73.98887,0,220,3,5,2,21
0,6,40.68306,-73.93104,1,145,5,5,2,244
0,12,40.71524,-73.9553,1,200,2,14,2,330
0,12,40.71788,-73.96398,1,175,3,2,1,5
0,12,40.70404,-73.93348,0,45,3,3,1,0
1,8,40.79385,-73.96351,1,120,7,1,1,0
2,56,40.77026,-73.92574,1,125,7,2,1,0
0,20,40.72713,-73.95509,1,150,1,1,2,2
4,58,40.88009,-73.83456,0,68,2,0,13,364
1,19,40.73315,-73.98688,1,167,5,13,1,91
0,15,40.67577,-73.92393,1,220,3,4,1,76
1,43,40.70504,-74.00787,1,250,2,6,1,0
4,142,40.84381,-73.90827,1,80,2,0,1,321
1,8,40.78966,-73.9776,1,107,25,1,1,170
2,56,40.7576,-73.91735,0,54,2,1,1,56
1,1,40.75003,-73.97059,1,135,30,0,96,156
0,21,40.69294,-73.90744,0,35,7,1,1,36
0,10,40.66052,-73.9843,1,45,5,1,1,28
2,39,40.74372,-73.92416,1,200,1,1,1,179
0,15,40.67648,-73.93814,1,200,5,14,1,96
0,13,40.6927,-73.97265,1,165,2,13,2,273
1,9,40.71444,-73.99344,0,85,2,25,1,24
